source_protein_id	source_header	sequence_length	sequence_sha256	header_fgsg_id	legacy_protein_accession	legacy_seq_match_count	fgsg_candidate_count	unified_candidate_count	resolved_canonical_gene_id	bridge_status	bridge_method	mapping_confidence
XP_011315651.1	XP_011315651.1 hypothetical protein FGSG_11666 [Fusarium graminearum PH-1]	120	bea66abf10a394a14b08c99dc219bf14bccf0016a1529cab525b28024a6fbf61	FGSG_11666	I1S499	1	1	1	fgraminearum::FGRAMPH1_01G00189	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315652.1	XP_011315652.1 hypothetical protein FGSG_11667 [Fusarium graminearum PH-1]	288	8249437a9f17dca037a963367b8d9006f32bd81deb2d77afeb44637e92f1e4a0	FGSG_11667		0	1	1	fgraminearum::FGRAMPH1_01G00191	resolved	unified_plus_fgsg_support	
XP_011315653.1	XP_011315653.1 hypothetical protein FGSG_00058 [Fusarium graminearum PH-1]	504	63d43dca2ee004a04ff90ee721ca9781248709bb91a330356d96292be6261333	FGSG_00058	I1R9C4	1	1	1	fgraminearum::FGRAMPH1_01G00193	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315654.1	XP_011315654.1 hypothetical protein FGSG_00059 [Fusarium graminearum PH-1]	106	4c166e5c665e5368acab0f9d873cb6c301148b6e1d29608bb53d46d5f9291b3c	FGSG_00059	I1R9C5	1	1	1	fgraminearum::FGRAMPH1_01G00195	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315655.1	XP_011315655.1 hypothetical protein FGSG_00060 [Fusarium graminearum PH-1]	134	322a83cc17f533ccb8d123b80fce34d2670c90a70f84fe01dcc52ce327f4fc12	FGSG_00060	I1R9C6	1	1	1	fgraminearum::FGRAMPH1_01G00197	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315656.1	XP_011315656.1 hypothetical protein FGSG_00061 [Fusarium graminearum PH-1]	125	0b92ea4af3ef5e05ec883f60e273bb6cf710877d57ae43da43f847dfe061f568	FGSG_00061	I1R9C7	1	1	1	fgraminearum::FGRAMPH1_01G00199	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315657.1	XP_011315657.1 hypothetical protein FGSG_00062 [Fusarium graminearum PH-1]	133	81de7ffe8b1c1af026013bdf8d39207739b9ca60b49643804192d4d54f1cd046	FGSG_00062	I1R9C8	1	1	1	fgraminearum::FGRAMPH1_01G00201	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315658.1	XP_011315658.1 hypothetical protein FGSG_00063 [Fusarium graminearum PH-1]	561	d8d41415565474a90a8dd8516ce954e7c1b6e3e909ce9761954870c140959d48	FGSG_00063	I1R9C9	1	1	1	fgraminearum::FGRAMPH1_01G00203	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315659.1	XP_011315659.1 hypothetical protein FGSG_00064 [Fusarium graminearum PH-1]	405	d7dd295965fac22223c00eac132f7af69aceb5910eed26ea2145698d8fb2e69f	FGSG_00064		0	1	1	fgraminearum::FGRAMPH1_01G00205	resolved	unified_plus_fgsg_support	
XP_011315660.1	XP_011315660.1 hypothetical protein FGSG_11668 [Fusarium graminearum PH-1]	174	b1acefb89e2ab83eba5f1754911e59ff8ce47836b7d28cac561e7d69c2b8a70b	FGSG_11668	I1S4A1	1	1	1	fgraminearum::FGRAMPH1_01G00207	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315661.1	XP_011315661.1 hypothetical protein FGSG_00065 [Fusarium graminearum PH-1]	366	1b830c4a6a9cb1868e46d35d6551cbcbbcfc51e1e0a8f1cfb8d68ffa1d7c390e	FGSG_00065	V6QSL5	1	1	1	fgraminearum::FGRAMPH1_01G00209	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315662.1	XP_011315662.1 hypothetical protein FGSG_00066 [Fusarium graminearum PH-1]	349	2ad310976ab923ef9f0e91f1123f97e174438db41efa746b2ccc21d491b47d57	FGSG_00066	I1R9D1	1	1	1	fgraminearum::FGRAMPH1_01G00213	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315663.1	XP_011315663.1 hypothetical protein FGSG_00067 [Fusarium graminearum PH-1]	520	232b2341101a27ccb0c29263e0245d6c40a8fc853fe8b7e1094b1a9b288407bc	FGSG_00067	I1R9D2	1	1	1	fgraminearum::FGRAMPH1_01G00215	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315664.1	XP_011315664.1 alpha-galactosidase C precursor [Fusarium graminearum PH-1]	725	575a27923bee0ea367d51e10a0ef9ba86a45aa6e3d0100d819f0c37fc536eaaf		I1R9D3	1	0	1	fgraminearum::FGRAMPH1_01G00217	resolved	exact_sequence_plus_unified_support	
XP_011315665.1	XP_011315665.1 hypothetical protein FGSG_00069 [Fusarium graminearum PH-1]	613	c8b3797284c6a7255b2120998e5e7e1667fb535296498ff10244ed5e48b43f32	FGSG_00069		0	1	1	fgraminearum::FGRAMPH1_01G00219	resolved	unified_plus_fgsg_support	
XP_011315666.1	XP_011315666.1 hypothetical protein FGSG_00070 [Fusarium graminearum PH-1]	545	49e14b17ed3bbea9800afd7fd06e6d4421ad7fa0f6a531c2bcf4f3c00f7f9fa4	FGSG_00070	I1R9D5	1	1	1	fgraminearum::FGRAMPH1_01G00221	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315667.1	XP_011315667.1 hypothetical protein FGSG_00071 [Fusarium graminearum PH-1]	512	f845615b80f175e122851348b7d332c27352ed2e15dd1f563da6cfd80650f212	FGSG_00071	I1R9D6	1	1	1	fgraminearum::FGRAMPH1_01G00223	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315668.1	XP_011315668.1 hypothetical protein FGSG_00072 [Fusarium graminearum PH-1]	278	314bc2f8c0de172e9d9c61e129ca94e096b7b0d85bcbcf6ced9e35cba65e0807	FGSG_00072		0	1	1	fgraminearum::FGRAMPH1_01G00225	resolved	unified_plus_fgsg_support	
XP_011315669.1	XP_011315669.1 hypothetical protein FGSG_00073 [Fusarium graminearum PH-1]	336	b90af65110024c976c21eb237d41a2a4893451037d71927553339316fabf6ba7	FGSG_00073	I1R9D8	1	1	1	fgraminearum::FGRAMPH1_01G00227	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315670.1	XP_011315670.1 hypothetical protein FGSG_00074 [Fusarium graminearum PH-1]	442	8b4fd0c5fbe6c1bda23f3ded4b6fc67a706e58e799cec694f2b0385bb90b0f1a	FGSG_00074	I1R9D9	1	1	1	fgraminearum::FGRAMPH1_01G00229	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315671.1	XP_011315671.1 hypothetical protein FGSG_00075 [Fusarium graminearum PH-1]	560	b1ad35a31a4d13f8e4c0e048020734c8e9222dbca6696337b13131efceb40013	FGSG_00075	I1R9E0	1	1	1	fgraminearum::FGRAMPH1_01G00233	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315672.1	XP_011315672.1 hypothetical protein FGSG_00076 [Fusarium graminearum PH-1]	476	a37a3f0629ae6679ca527a2293c5fb05bd4562bcd52e922cfba7fa7830c8215f	FGSG_00076	I1R9E1	1	1	1	fgraminearum::FGRAMPH1_01G00235	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315673.1	XP_011315673.1 hypothetical protein FGSG_00077 [Fusarium graminearum PH-1]	323	632695b97aa57fcfa06c656d833f12dae111f3673acaf143d35aba66499faf88	FGSG_00077	I1R9E2	1	1	1	fgraminearum::FGRAMPH1_01G00237	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315674.1	XP_011315674.1 hypothetical protein FGSG_00078 [Fusarium graminearum PH-1]	327	39be977c13a29bd55720c7bb50a086fa636ef6ede10b7ebbc939260bb05876bd	FGSG_00078	I1R9E3	1	1	1	fgraminearum::FGRAMPH1_01G00239	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315675.1	XP_011315675.1 hypothetical protein FGSG_00079 [Fusarium graminearum PH-1]	413	3a955c024ab3aa3919ea03439fe65decd0f0f2e6eefadbc55925e6687fa05527	FGSG_00079	I1R9E4	1	1	1	fgraminearum::FGRAMPH1_01G00241	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315676.1	XP_011315676.1 hypothetical protein FGSG_00080 [Fusarium graminearum PH-1]	343	5c1c976ee9a199bec925c9690e283e0b381fc255ac02525fa443ce9bb81a38f2	FGSG_00080	V6QSM8	1	1	1	fgraminearum::FGRAMPH1_01G00243	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315677.1	XP_011315677.1 hypothetical protein FGSG_00081 [Fusarium graminearum PH-1]	690	46cd34f4bf92c93a109d72105507a96a8cd3b46dbd937105e5be2fcb0ddb92ec	FGSG_00081		0	1	1	fgraminearum::FGRAMPH1_01G00245	resolved	unified_plus_fgsg_support	
XP_011315678.1	XP_011315678.1 hypothetical protein FGSG_00082 [Fusarium graminearum PH-1]	534	3fbb98802365eb4c2480299e0914f15e9159f07f1deb6053dd0f4f6d60942cc3	FGSG_00082	I1R9E6	1	1	1	fgraminearum::FGRAMPH1_01G00247	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315679.1	XP_011315679.1 hypothetical protein FGSG_00083 [Fusarium graminearum PH-1]	526	5f10a2775f9ddb1a237724740b7603a3a1c5a6377a053e8ebcc0fca034722aef	FGSG_00083	I1R9E7	1	1	1	fgraminearum::FGRAMPH1_01G00249	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315680.1	XP_011315680.1 hypothetical protein FGSG_00084 [Fusarium graminearum PH-1]	373	ac2b07fe978b1cae8774907d1242f1b02e3f77ad117bf5a034d2bbe5fcbbb332	FGSG_00084		0	1	1	fgraminearum::FGRAMPH1_01G00251	resolved	unified_plus_fgsg_support	
XP_011315681.1	XP_011315681.1 hypothetical protein FGSG_00085 [Fusarium graminearum PH-1]	490	a1cad61a249cb73b7b891664d2da1c9509182ea66c01b24f4fe9bedcab5a6178	FGSG_00085	I1R9E9	1	1	1	fgraminearum::FGRAMPH1_01G00253	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315682.1	XP_011315682.1 hypothetical protein FGSG_11669 [Fusarium graminearum PH-1]	694	e1759aec184088680ff22d049b6468e48779f0f4e35a439053789b0851b86f49	FGSG_11669	I1S4A2	1	1	1	fgraminearum::FGRAMPH1_01G00255	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315683.1	XP_011315683.1 hypothetical protein FGSG_11670 [Fusarium graminearum PH-1]	125	9862299d3180bd4dca8f4053afe90846d99fd33294b8f6017cc003545af3194d	FGSG_11670	I1S4A3	1	1	1	fgraminearum::FGRAMPH1_01G00257	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315684.1	XP_011315684.1 hypothetical protein FGSG_00087 [Fusarium graminearum PH-1]	516	6057d18b7d061cf320b4973e5ed5b8fdf40b607604cc5a958e4248306b24fb39	FGSG_00087	I1R9F0	1	1	1	fgraminearum::FGRAMPH1_01G00259	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315685.1	XP_011315685.1 hypothetical protein FGSG_11671 [Fusarium graminearum PH-1]	841	62d023413969386b20bdb13a2facae42622cf68a4ab2155f7cb94872320141f1	FGSG_11671	I1S4A4	1	1	1	fgraminearum::FGRAMPH1_01G00261	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315686.1	XP_011315686.1 hypothetical protein FGSG_11672 [Fusarium graminearum PH-1]	515	3a746d1b865972b8c237164cbbebbdb5d449e1222068532a37c14d860ca927af	FGSG_11672	I1S4A5	1	1	1	fgraminearum::FGRAMPH1_01G00263	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315687.1	XP_011315687.1 hypothetical protein FGSG_00089 [Fusarium graminearum PH-1]	260	6166e46610a21078e6089352d477ede14f0199ee8ba7d4463103b1fb0bca9304	FGSG_00089	I1R9F1	1	1	1	fgraminearum::FGRAMPH1_01G00265	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315688.1	XP_011315688.1 hypothetical protein FGSG_00090 [Fusarium graminearum PH-1]	320	c11f17db7bca2bdea32938905c314ce72ab42a7eaeb2564da8f5378c0e76b604	FGSG_00090	I1R9F2	1	1	1	fgraminearum::FGRAMPH1_01G00267	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315689.1	XP_011315689.1 hypothetical protein FGSG_00091 [Fusarium graminearum PH-1]	565	bfe3689eb3354df60943f478ba8aeec0170266b9e4d7eb6026c89ae51cf097ec	FGSG_00091	I1R9F3	1	1	1	fgraminearum::FGRAMPH1_01G00269	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315690.1	XP_011315690.1 hypothetical protein FGSG_11673 [Fusarium graminearum PH-1]	308	ef95979d7e61cc305200737668d2159eb0a8e71a9d63fab92a61612bc83f047e	FGSG_11673		0	1	1	fgraminearum::FGRAMPH1_01G00271	resolved	unified_plus_fgsg_support	
XP_011315691.1	XP_011315691.1 hypothetical protein FGSG_00092 [Fusarium graminearum PH-1]	442	d2febb1994851ce69f8efe7ec974a0e286f8ac0271209cac2536cb99977715cc	FGSG_00092	I1R9F4	1	1	1	fgraminearum::FGRAMPH1_01G00273	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315692.1	XP_011315692.1 hypothetical protein FGSG_00093 [Fusarium graminearum PH-1]	269	c2990b89efedee00e9d74b883c4065da04f057074dd52ae6016ac9936e2a2a12	FGSG_00093		0	1	1	fgraminearum::FGRAMPH1_01G00275	resolved	unified_plus_fgsg_support	
XP_011315693.1	XP_011315693.1 hypothetical protein FGSG_00094 [Fusarium graminearum PH-1]	192	7d9ce2f87732c287410d27af041b9b36f98ea19f2b33f8bc3d58e25f94073ea9	FGSG_00094	I1R9F6	1	1	1	fgraminearum::FGRAMPH1_01G00277	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315694.1	XP_011315694.1 hypothetical protein FGSG_00095 [Fusarium graminearum PH-1]	447	689553f4a732913821da45536e665b761b2159ec95582117ca1c4fa918b51239	FGSG_00095		0	1	1	fgraminearum::FGRAMPH1_01G00279	resolved	unified_plus_fgsg_support	
XP_011315695.1	XP_011315695.1 hypothetical protein FGSG_00096 [Fusarium graminearum PH-1]	1003	20e49d612e4908a5640324f8daa48b5adf1dca9bf6455e00716c32363fb56342	FGSG_00096	I1R9F8	1	1	1	fgraminearum::FGRAMPH1_01G00281	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315696.1	XP_011315696.1 hypothetical protein FGSG_00097 [Fusarium graminearum PH-1]	582	72cc20650a3ff1a0bc830ea35d94c9ebb4ba6bf4b1a8acbd7e25c0c2a30937b4	FGSG_00097	I1R9F9	1	1	1	fgraminearum::FGRAMPH1_01G00283	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315697.1	XP_011315697.1 hypothetical protein FGSG_11674 [Fusarium graminearum PH-1]	178	300180d9c13d14c0992f1b982243b60d0a8d3bf14593f4251b92bc0999c068f8	FGSG_11674	I1S4A7	1	1	1	fgraminearum::FGRAMPH1_01G00285	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315698.1	XP_011315698.1 hypothetical protein FGSG_11675 [Fusarium graminearum PH-1]	279	e21a1897222e1f2be633ede41accf758b1e1a089a7cfae4b99cbc7e47560cbd9	FGSG_11675	I1S4A8	1	1	1	fgraminearum::FGRAMPH1_01G00287	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315699.1	XP_011315699.1 hypothetical protein FGSG_00099 [Fusarium graminearum PH-1]	275	49b42d90a35d8d5fb6c3b0209a1102dc0c04ce315aeebf2ec1d5215effa5c7de	FGSG_00099	I1R9G0	1	1	1	fgraminearum::FGRAMPH1_01G00289	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315700.1	XP_011315700.1 hypothetical protein FGSG_00100 [Fusarium graminearum PH-1]	503	101ddbb263fcc73aa090db6f3ae714f9f49a53bda3dad6e9382c9bc75d59e827	FGSG_00100	I1R9G1	1	1	1	fgraminearum::FGRAMPH1_01G00291	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315701.1	XP_011315701.1 hypothetical protein FGSG_00101 [Fusarium graminearum PH-1]	334	6b891cf2bf8a32051a199624717aaf19f05c9b683b11e5821e70be094119d539	FGSG_00101	I1R9G2	1	1	1	fgraminearum::FGRAMPH1_01G00293	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315702.1	XP_011315702.1 hypothetical protein FGSG_00102 [Fusarium graminearum PH-1]	547	92f5877c7809650a943b488f1943d41df2196a3ffbb0edf18ac1b26b7131445c	FGSG_00102		0	1	1	fgraminearum::FGRAMPH1_01G00295	resolved	unified_plus_fgsg_support	
XP_011315703.1	XP_011315703.1 hypothetical protein FGSG_00103 [Fusarium graminearum PH-1]	684	ee252342aefdf0cab19abe61145b6d740af70ef568e2272cc505b4693008c742	FGSG_00103	I1R9G4	1	1	1	fgraminearum::FGRAMPH1_01G00297	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315704.1	XP_011315704.1 hypothetical protein FGSG_00104 [Fusarium graminearum PH-1]	859	5c4ed09b719cbe4774d1d3a65b2fbaddc337289c300b91266a430c40901b3dd3	FGSG_00104		0	1	1	fgraminearum::FGRAMPH1_01G00299	resolved	unified_plus_fgsg_support	
XP_011315705.1	XP_011315705.1 hypothetical protein FGSG_00105 [Fusarium graminearum PH-1]	304	1e044072718ae32bd3fbec9b4d6cf27be2deac31900631ef7b8c541617b1cc97	FGSG_00105		0	1	1	fgraminearum::FGRAMPH1_01G00301	resolved	unified_plus_fgsg_support	
XP_011315706.1	XP_011315706.1 hypothetical protein FGSG_11676 [Fusarium graminearum PH-1]	300	efaaf22b86619157073e1090f7fb3d32a6a8bf62cd0b4dff8c15934b7a1ea2a3	FGSG_11676	I1S4A9	1	1	1	fgraminearum::FGRAMPH1_01G00303	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315707.1	XP_011315707.1 hypothetical protein FGSG_11677 [Fusarium graminearum PH-1]	751	18f2132951d9f47aec943b3966b73426fac928e697ede235280af400e250e9ea	FGSG_11677	I1S4B0	1	1	1	fgraminearum::FGRAMPH1_01G00305	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315708.1	XP_011315708.1 hypothetical protein FGSG_11678 [Fusarium graminearum PH-1]	166	20c12de5ad581ac4a8069499db292f8a045e869fe32bf482fba187128bb50160	FGSG_11678	I1S4B1	1	1	1	fgraminearum::FGRAMPH1_01G00307	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315709.1	XP_011315709.1 quinate permease [Fusarium graminearum PH-1]	552	b997b7b4ac1f4f13db7a797b9b17716d2ac4e7321d40454ac382d4a2a02257b2		I1R9G7	1	0	1	fgraminearum::FGRAMPH1_01G00309	resolved	exact_sequence_plus_unified_support	
XP_011315710.1	XP_011315710.1 hypothetical protein FGSG_00108 [Fusarium graminearum PH-1]	493	08f710168823bb0c6736f63cdc9db031d1ee4ea7f1b59e88cf35bfb94c259644	FGSG_00108	I1R9G8	1	1	1	fgraminearum::FGRAMPH1_01G00311	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315711.1	XP_011315711.1 hypothetical protein FGSG_00109 [Fusarium graminearum PH-1]	343	1f46b6c16837218e5da83e680c5d3afbf8e888553c9f6633fe8f2ae805e8ceff	FGSG_00109	I1R9G9	1	1	1	fgraminearum::FGRAMPH1_01G00313	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315712.1	XP_011315712.1 hypothetical protein FGSG_00110 [Fusarium graminearum PH-1]	295	669c76b2befdfd090691eb30fed319084d04b2ed7d592c3ad9378535e31f2873	FGSG_00110		0	1	1	fgraminearum::FGRAMPH1_01G00315	resolved	unified_plus_fgsg_support	
XP_011315713.1	XP_011315713.1 hypothetical protein FGSG_00111 [Fusarium graminearum PH-1]	132	839b708b6efd493f435fbb4792c2d0a0e26c5ed1d2161c8987c6161e6d9ef2a6	FGSG_00111	I1R9H1	1	1	1	fgraminearum::FGRAMPH1_01G00317	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315714.1	XP_011315714.1 hypothetical protein FGSG_00112 [Fusarium graminearum PH-1]	136	340426f51c73eb3a8179b3e8025d0d089d4105e2c8158cf6cc1ba57474e5bbac	FGSG_00112	I1R9H2	1	1	1	fgraminearum::FGRAMPH1_01G00319	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315715.1	XP_011315715.1 hypothetical protein FGSG_11679 [Fusarium graminearum PH-1]	75	6936dd85ef6f8d61a78ec4fb7d1f884202140f123c54a00f9920e0c9bc0127a7	FGSG_11679		0	0	0		unresolved	header_fgsg_not_mapped_to_canonical	unresolved
XP_011315716.1	XP_011315716.1 hypothetical protein FGSG_00114 [Fusarium graminearum PH-1]	99	d6979b9af43eb594ed3199851a28e1df98ed0bdefe81cbf082b7c39cb2a31f98	FGSG_00114	I1R9H3	1	1	1	fgraminearum::FGRAMPH1_01G00323	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315717.1	XP_011315717.1 hypothetical protein FGSG_00115 [Fusarium graminearum PH-1]	346	2f33730d9cdf6f985ce16d953ecc0e005c336df4626826bf6093dc4f2b8b63a5	FGSG_00115		0	1	1	fgraminearum::FGRAMPH1_01G00325	resolved	unified_plus_fgsg_support	
XP_011315718.1	XP_011315718.1 hypothetical protein FGSG_00116 [Fusarium graminearum PH-1]	524	4214d01cbd6c86af2606a32e3e30cab834bfed8f3d80962a877c2024a161c4c8	FGSG_00116	I1R9H5	1	1	1	fgraminearum::FGRAMPH1_01G00327	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315719.1	XP_011315719.1 hypothetical protein FGSG_00117 [Fusarium graminearum PH-1]	236	78e73a5236a23b17a5f8bd4c1d7eeb01cef4b06c9106c36be1762080058b64c0	FGSG_00117	I1R9H6	1	1	1	fgraminearum::FGRAMPH1_01G00329	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315720.1	XP_011315720.1 hypothetical protein FGSG_00118 [Fusarium graminearum PH-1]	487	d2bb5e2db006a5b1b5891867c4f25759b87f0a0639d510395b8fafcd6aea2a1e	FGSG_00118	I1R9H7	1	1	1	fgraminearum::FGRAMPH1_01G00331	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315721.1	XP_011315721.1 hypothetical protein FGSG_00119 [Fusarium graminearum PH-1]	431	74424fb11d173b059ac0aa74d93fd411c418ff68df50485adbb4abebd5d9d1fd	FGSG_00119	I1R9H8	1	1	1	fgraminearum::FGRAMPH1_01G00333	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315722.1	XP_011315722.1 hypothetical protein FGSG_00120 [Fusarium graminearum PH-1]	359	065e3bf94cffb8b60161a92ef48d11b74f0ffd76b60f3588d42919920049358f	FGSG_00120	I1R9H9	1	1	1	fgraminearum::FGRAMPH1_01G00335	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315723.1	XP_011315723.1 hypothetical protein FGSG_00121 [Fusarium graminearum PH-1]	583	65ba9ec8a36ce3a70affe4cd5f92132a8fe28be7316f18894f3f6ece894b6e8d	FGSG_00121		0	1	1	fgraminearum::FGRAMPH1_01G00339	resolved	unified_plus_fgsg_support	
XP_011315724.1	XP_011315724.1 hypothetical protein FGSG_00122 [Fusarium graminearum PH-1]	287	66e06f47fcbe0aba74aa15f12f3d6906f7552c016c45b6cdfee5930f20897e5d	FGSG_00122	I1R9I1	1	1	1	fgraminearum::FGRAMPH1_01G00341	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315725.1	XP_011315725.1 hypothetical protein FGSG_00123 [Fusarium graminearum PH-1]	157	c8be59c0513d50f0740f44f955bfa8e64c2dea0b706f767353a94d3ad9536416	FGSG_00123		0	1	1	fgraminearum::FGRAMPH1_01G00343	resolved	unified_plus_fgsg_support	
XP_011315726.1	XP_011315726.1 hypothetical protein FGSG_00124 [Fusarium graminearum PH-1]	319	7c0ff8d0142b9fe9d85ae301cee5ebbe8e877f158b96ac9fee0afd685dcf53c4	FGSG_00124	I1R9I3	1	1	1	fgraminearum::FGRAMPH1_01G00345	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315727.1	XP_011315727.1 hypothetical protein FGSG_00125 [Fusarium graminearum PH-1]	330	4e46d74665193e3bf40c21996f2b53febc16fe7bec650045306b28693f56c61f	FGSG_00125		0	1	1	fgraminearum::FGRAMPH1_01G00347	resolved	unified_plus_fgsg_support	
XP_011315728.1	XP_011315728.1 hypothetical protein FGSG_00126 [Fusarium graminearum PH-1]	822	30145944048785e03c69f42c08bab3d1d0d1dcc39ff6e3b2799f0d374c6db2fc	FGSG_00126	I1R9I5	1	1	1	fgraminearum::FGRAMPH1_01G00349	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315729.1	XP_011315729.1 hypothetical protein FGSG_00127 [Fusarium graminearum PH-1]	756	bfc904011fc2d659dd2d1311acac82d57e81bebfc4d5895dfd42a6f28c74ae18	FGSG_00127		0	1	1	fgraminearum::FGRAMPH1_01G00351	resolved	unified_plus_fgsg_support	
XP_011315730.1	XP_011315730.1 hypothetical protein FGSG_00128 [Fusarium graminearum PH-1]	300	92876d0003dc9d1835f4b0fd60e816baf40e3bae7b6851d904ec4394eed9cf4d	FGSG_00128		0	1	1	fgraminearum::FGRAMPH1_01G00355	resolved	unified_plus_fgsg_support	
XP_011315731.1	XP_011315731.1 hypothetical protein FGSG_00129 [Fusarium graminearum PH-1]	170	199429641983afaef053afda5a2530b90e711aa7c237b7993a81646e5c39c2f2	FGSG_00129		0	1	1	fgraminearum::FGRAMPH1_01G00357	resolved	unified_plus_fgsg_support	
XP_011315732.1	XP_011315732.1 hypothetical protein FGSG_00130 [Fusarium graminearum PH-1]	605	c0fbb9a585cbcd6a9165d144557dfe5cb3e4835115f01b9f85780a6f766cbfd2	FGSG_00130	I1R9I9	1	1	1	fgraminearum::FGRAMPH1_01G00359	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315733.1	XP_011315733.1 hypothetical protein FGSG_00131 [Fusarium graminearum PH-1]	213	1a50103245f6e3abe352aeec46e556b2ffed0c5f3c2aab07897cdb1119ba16e4	FGSG_00131	I1R9J0	1	1	1	fgraminearum::FGRAMPH1_01G00361	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315734.1	XP_011315734.1 hypothetical protein FGSG_00132 [Fusarium graminearum PH-1]	258	e9b39ee3247ebea417ced773609c85ca7f62832588ba24fa9323719858cdeab4	FGSG_00132	I1R9J1	1	1	1	fgraminearum::FGRAMPH1_01G00363	resolved	exact_sequence_plus_fgsg_support	exact
XP_011315735.1	XP_011315735.1 hypothetical protein FGSG_11680 [Fusarium graminearum PH-1]	716	0e74c87899543e5b208c03725a5943c9884f75822389ebf4811ac023316bb6d5	FGSG_11680		0	1	1	fgraminearum::FGRAMPH1_01G00365	resolved	unified_plus_fgsg_support	
