yeast_support_source	support_type	orthogroup_id	canonical_fusarium_gene_id	bridge_resolved	bridge_method	mapping_confidence	bridge_evidence_path	passes_fusarium_filtering	weak_positive_confidence	occupancy_count	occupancy_fraction	fg_mean_copy_18	fg_median_copy_18	fg_max_copy_18	fg_single_copy_fraction_18	copy_status	single_copy_or_near_single_copy	single_copy_orthofinder_listed	orthogroup_member_count_total	ph1_copy_count_from_membership	in_final_positive_set	in_high_confidence_set	in_final_label_set	is_lethal_supported_positive	final_label_class	final_label_bucket	ph1_gene_ids	scer_essential_gene_ids	spom_essential_gene_ids	source_row_count	yeast_gene	yeast_species
both	both	OG0000081	fgraminearum::FGRAMPH1_01G02941	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011316958.1	YDL043C	SPBC21C3.05.1:pep	1	YDL043C	both
both	both	OG0000081	fgraminearum::FGRAMPH1_01G02943	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011316959.1	YDL043C	SPBC21C3.05.1:pep	1	YDL043C	both
both	both	OG0000082	fgraminearum::FGRAMPH1_01G19157	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8333	2.0	4	0.2778	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011324567.1	YDR454C	SPBC1198.05.1:pep	1	YDR454C	both
both	both	OG0000082	fgraminearum::FGRAMPH1_01G21465	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8333	2.0	4	0.2778	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011325139.1	YDR454C	SPBC1198.05.1:pep	1	YDR454C	both
both	both	OG0000084	fgraminearum::FGRAMPH1_01G05123	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011318004.1	YPR025C	SPBP16F5.02.1:pep	1	YPR025C	both
both	both	OG0000084	fgraminearum::FGRAMPH1_01G05125	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011318005.1	YPR025C	SPBP16F5.02.1:pep	1	YPR025C	both
both	both	OG0000086	fgraminearum::FGRAMPH1_01G20013	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011324967.1	YDR188W;YOL022C	SPBC646.11.1:pep	1	YDR188W	both
both	both	OG0000086	fgraminearum::FGRAMPH1_01G20015	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011324968.1	YDR188W;YOL022C	SPBC646.11.1:pep	1	YDR188W	both
both	both	OG0000087	fgraminearum::FGRAMPH1_01G11247	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8333	2.0	3	0.3333	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011319750.1	YFL017C	SPAC16E8.03.1:pep	1	YFL017C	both
both	both	OG0000087	fgraminearum::FGRAMPH1_01G15549	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8333	2.0	3	0.3333	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011321044.1	YFL017C	SPAC16E8.03.1:pep	1	YFL017C	both
scer_only	scer_only	OG0000088	fgraminearum::FGRAMPH1_01G15603	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011321017.1	YKL088W		1	YKL088W	scer
scer_only	scer_only	OG0000088	fgraminearum::FGRAMPH1_01G15605	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011321016.1	YKL088W		1	YKL088W	scer
both	both	OG0000089	fgraminearum::FGRAMPH1_01G01267	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011316170.1	YBR011C	SPAC23C11.05.1:pep	1	YBR011C	both
both	both	OG0000089	fgraminearum::FGRAMPH1_01G08051	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011319388.1	YBR011C	SPAC23C11.05.1:pep	1	YBR011C	both
spom_only	spom_only	OG0000092	fgraminearum::FGRAMPH1_01G18483	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8889	2.0	3	0.3333	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011324245.1		SPAC56F8.07.1:pep	1	SPAC56F8.07.1:pep	spom
spom_only	spom_only	OG0000092	fgraminearum::FGRAMPH1_01G18485	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8889	2.0	3	0.3333	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011324246.1		SPAC56F8.07.1:pep	1	SPAC56F8.07.1:pep	spom
both	both	OG0000095	fgraminearum::FGRAMPH1_01G01201	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011316137.1	YPR178W	SPAC227.12.1:pep;SPBC32F12.06.1:pep	1	YPR178W	both
both	both	OG0000095	fgraminearum::FGRAMPH1_01G01203	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011316138.1	YPR178W	SPAC227.12.1:pep;SPBC32F12.06.1:pep	1	YPR178W	both
both	both	OG0000097	fgraminearum::FGRAMPH1_01G06483	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	17	0.9444	1.8333	2.0	3	0.1667	noncore_or_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011318659.1	YLL036C	SPAC29A4.08c.1:pep	1	YLL036C	both
both	both	OG0000097	fgraminearum::FGRAMPH1_01G06485	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	17	0.9444	1.8333	2.0	3	0.1667	noncore_or_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011318660.1	YLL036C	SPAC29A4.08c.1:pep	1	YLL036C	both
spom_only	spom_only	OG0000098	fgraminearum::FGRAMPH1_01G19379	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8889	2.0	3	0.2778	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011324676.1		SPAC328.08c.1:pep	1	SPAC328.08c.1:pep	spom
spom_only	spom_only	OG0000098	fgraminearum::FGRAMPH1_01G19381	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.8889	2.0	3	0.2778	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011324678.1		SPAC328.08c.1:pep	1	SPAC328.08c.1:pep	spom
both	both	OG0000100	fgraminearum::FGRAMPH1_01G02631	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011316808.1	YBR088C	SPBC16D10.09.1:pep	1	YBR088C	both
both	both	OG0000100	fgraminearum::FGRAMPH1_01G02633	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011316809.1	YBR088C	SPBC16D10.09.1:pep	1	YBR088C	both
both	both	OG0000101	fgraminearum::FGRAMPH1_01G20697	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	17	0.9444	1.7222	2.0	3	0.3889	noncore_or_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011325508.1	YDL111C	SPBC16G5.10.1:pep	1	YDL111C	both
both	both	OG0000101	fgraminearum::FGRAMPH1_01G20699	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	17	0.9444	1.7222	2.0	3	0.3889	noncore_or_multicopy	no	no	35	2	no	no	no	no	Excluded		XP_011325507.1	YDL111C	SPBC16G5.10.1:pep	1	YDL111C	both
spom_only	spom_only	OG0000103	fgraminearum::FGRAMPH1_01G07523	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011319145.1		SPBP4H10.15.1:pep	1	SPBP4H10.15.1:pep	spom
spom_only	spom_only	OG0000103	fgraminearum::FGRAMPH1_01G07525	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011319146.1		SPBP4H10.15.1:pep	1	SPBP4H10.15.1:pep	spom
both	both	OG0000107	fgraminearum::FGRAMPH1_01G17223	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011323653.1	YDR190C	SPAPB8E5.09.1:pep	1	YDR190C	both
both	both	OG0000107	fgraminearum::FGRAMPH1_01G17225	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011323654.1	YDR190C	SPAPB8E5.09.1:pep	1	YDR190C	both
both	both	OG0000112	fgraminearum::FGRAMPH1_01G16833	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011323475.1	YOR250C	SPAC22H10.05c.1:pep	1	YOR250C	both
both	both	OG0000112	fgraminearum::FGRAMPH1_01G16835	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011323476.1	YOR250C	SPAC22H10.05c.1:pep	1	YOR250C	both
both	both	OG0000113	fgraminearum::FGRAMPH1_01G16551	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011323347.1	YJL097W	SPBC19C2.15c.1:pep	1	YJL097W	both
both	both	OG0000113	fgraminearum::FGRAMPH1_01G24473	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	yes	no	yes	yes	Positive	lethal_phi_supported_positive	XP_011327050.1	YJL097W	SPBC19C2.15c.1:pep	1	YJL097W	both
both	both	OG0000114	fgraminearum::FGRAMPH1_01G03169	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.6667	1.0	3	0.5556	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011317060.1	YLR071C	SPAC3A12.18.1:pep;SPBC1A4.10c.1:pep	1	YLR071C	both
both	both	OG0000114	fgraminearum::FGRAMPH1_01G03171	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.6667	1.0	3	0.5556	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011317061.1	YLR071C	SPAC3A12.18.1:pep;SPBC1A4.10c.1:pep	1	YLR071C	both
spom_only	spom_only	OG0000116	fgraminearum::FGRAMPH1_01G03389	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011317171.1		SPBC11B10.03.1:pep	1	SPBC11B10.03.1:pep	spom
spom_only	spom_only	OG0000116	fgraminearum::FGRAMPH1_01G03391	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011317172.1		SPBC11B10.03.1:pep	1	SPBC11B10.03.1:pep	spom
both	both	OG0000118	fgraminearum::FGRAMPH1_01G23645	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011326653.1	YOL102C	SPAC2C4.12c.1:pep	1	YOL102C	both
both	both	OG0000118	fgraminearum::FGRAMPH1_01G23647	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011326654.1	YOL102C	SPAC2C4.12c.1:pep	1	YOL102C	both
spom_only	spom_only	OG0000130	fgraminearum::FGRAMPH1_01G18383	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011324198.1		SPCC1672.01.1:pep	1	SPCC1672.01.1:pep	spom
spom_only	spom_only	OG0000130	fgraminearum::FGRAMPH1_01G18385	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011324199.1		SPCC1672.01.1:pep	1	SPCC1672.01.1:pep	spom
spom_only	spom_only	OG0000132	fgraminearum::FGRAMPH1_01G01107	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011316092.1		SPAC22H10.10.1:pep	1	SPAC22H10.10.1:pep	spom
spom_only	spom_only	OG0000132	fgraminearum::FGRAMPH1_01G01109	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011316093.1		SPAC22H10.10.1:pep	1	SPAC22H10.10.1:pep	spom
both	both	OG0000138	fgraminearum::FGRAMPH1_01G19007	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011324494.1	YDR472W	SPBC1718.05.1:pep	1	YDR472W	both
both	both	OG0000138	fgraminearum::FGRAMPH1_01G19009	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011324495.1	YDR472W	SPBC1718.05.1:pep	1	YDR472W	both
both	both	OG0000139	fgraminearum::FGRAMPH1_01G19059	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011324519.1	YKL019W	SPAPB1A10.04c.1:pep	1	YKL019W	both
both	both	OG0000139	fgraminearum::FGRAMPH1_01G19061	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	34	2	no	no	no	no	Excluded		XP_011324520.1	YKL019W	SPAPB1A10.04c.1:pep	1	YKL019W	both
spom_only	spom_only	OG0000142	fgraminearum::FGRAMPH1_01G03505	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011317228.1		SPAC1071.10c.1:pep	1	SPAC1071.10c.1:pep	spom
spom_only	spom_only	OG0000142	fgraminearum::FGRAMPH1_01G03507	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011317229.1		SPAC1071.10c.1:pep	1	SPAC1071.10c.1:pep	spom
spom_only	spom_only	OG0000155	fgraminearum::FGRAMPH1_01G24465	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011327046.1		SPCC10H11.02.1:pep	1	SPCC10H11.02.1:pep	spom
spom_only	spom_only	OG0000155	fgraminearum::FGRAMPH1_01G24467	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011327047.1		SPCC10H11.02.1:pep	1	SPCC10H11.02.1:pep	spom
both	both	OG0000166	fgraminearum::FGRAMPH1_01G19319	yes	exact_sequence_plus_unified_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.5556	2.0	2	0.4444	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011324646.1	YNL290W	SPAC27E2.10c.1:pep;SPAC823.11.1:pep	1	YNL290W	both
both	both	OG0000166	fgraminearum::FGRAMPH1_01G19321	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.5556	2.0	2	0.4444	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011324647.1	YNL290W	SPAC27E2.10c.1:pep;SPAC823.11.1:pep	1	YNL290W	both
spom_only	spom_only	OG0000167	fgraminearum::FGRAMPH1_01G01721	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011316382.1		SPBC1709.17.1:pep	1	SPBC1709.17.1:pep	spom
spom_only	spom_only	OG0000167	fgraminearum::FGRAMPH1_01G01723	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011316383.1		SPBC1709.17.1:pep	1	SPBC1709.17.1:pep	spom
spom_only	spom_only	OG0000169	fgraminearum::FGRAMPH1_01G20445	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011325625.1		SPAC688.02c.1:pep	1	SPAC688.02c.1:pep	spom
spom_only	spom_only	OG0000169	fgraminearum::FGRAMPH1_01G20449	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7778	2.0	2	0.2222	strict_core_multicopy	no	no	33	2	no	no	no	no	Excluded		XP_011325624.1		SPAC688.02c.1:pep	1	SPAC688.02c.1:pep	spom
spom_only	spom_only	OG0000171	fgraminearum::FGRAMPH1_01G04681	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.7222	2.0	2	0.2778	strict_core_multicopy	no	no	33	1	no	no	no	no	Excluded		XP_011317791.1		SPBC1685.16.1:pep	1	SPBC1685.16.1:pep	spom
both	both	OG0000191	fgraminearum::FGRAMPH1_01G27193	yes	ncbi_protein_id_via_unified_map		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	15	0.8333	1.6667	2.0	3	0.2222	noncore_or_multicopy	no	no	32	2	no	no	no	no	Excluded		XP_011328348.1	YLR195C	SPBC2G2.11.1:pep	1	YLR195C	both
both	both	OG0000191	fgraminearum::FGRAMPH1_01G27195	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	15	0.8333	1.6667	2.0	3	0.2222	noncore_or_multicopy	no	no	32	2	no	no	no	no	Excluded		XP_011328349.1	YLR195C	SPBC2G2.11.1:pep	1	YLR195C	both
spom_only	spom_only	OG0000196	fgraminearum::FGRAMPH1_01G03751	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.6667	2.0	2	0.3333	strict_core_multicopy	no	no	32	2	no	no	no	no	Excluded		XP_011317347.1		SPAC9G1.15c.1:pep;SPCC188.04c.1:pep	1	SPAC9G1.15c.1:pep	spom
spom_only	spom_only	OG0000196	fgraminearum::FGRAMPH1_01G03753	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.6667	2.0	2	0.3333	strict_core_multicopy	no	no	32	2	no	no	no	no	Excluded		XP_011317348.1		SPAC9G1.15c.1:pep;SPCC188.04c.1:pep	1	SPAC9G1.15c.1:pep	spom
scer_only	scer_only	OG0000200	fgraminearum::FGRAMPH1_01G23631	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	medium	18	1.0000	1.6667	1.0	4	0.7778	strict_core_multicopy	no	no	32	1	no	no	no	no	Excluded		XP_011326646.1	YOR110W		1	YOR110W	scer
both	both	OG0000202	fgraminearum::FGRAMPH1_01G03017	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.6667	2.0	3	0.4444	strict_core_multicopy	no	no	32	2	no	no	no	no	Excluded		XP_011316994.1	YDR404C	SPACUNK4.06c.1:pep	1	YDR404C	both
both	both	OG0000202	fgraminearum::FGRAMPH1_01G03019	yes	unified_plus_fgsg_support		data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.6667	2.0	3	0.4444	strict_core_multicopy	no	no	32	2	no	no	no	no	Excluded		XP_011316995.1	YDR404C	SPACUNK4.06c.1:pep	1	YDR404C	both
both	both	OG0000207	fgraminearum::FGRAMPH1_01G02201	yes	exact_sequence_plus_fgsg_support	exact	data/processed/essential_gene/fgraminearum/bridge/protein_to_canonical_bridge.tsv	yes	low	18	1.0000	1.5556	1.5	3	0.5000	strict_core_multicopy	no	no	32	2	no	no	no	no	Excluded		XP_011316608.1	YDR437W	SPAC22A12.13.1:pep	1	YDR437W	both
