Gene,Cytoplasm,Cell membrane,Mitochondrion,Endoplasmic reticulum,Vacuole,Secreted,Nucleus,Peroxisome,Golgi,Endosome,Multi-pass membrane,Cytoskeleton
FGRAMPH1_01G00727,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G00729,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00731,1,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00733,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00735,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00737,0,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G00739,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00741,0,1,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G00743,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00745,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00747,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00749,0,0,1,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G00751,0,1,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G00753,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00755,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00757,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00759,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00761,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00763,0,0,1,1,1,0,0,1,0,0,1,0
FGRAMPH1_01G00765,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G00767,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00769,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00771,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00773,0,0,1,0,1,0,0,1,1,0,0,0
FGRAMPH1_01G00775,1,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00777,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00779,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00781,1,0,1,0,0,0,0,1,0,1,0,0
FGRAMPH1_01G00783,0,0,1,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G00785,0,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G00787,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00789,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G00791,0,0,0,0,0,0,0,1,0,1,0,0
FGRAMPH1_01G00793,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G00795,1,0,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G00797,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00799,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00801,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00803,1,0,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G00805,1,0,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G00807,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G00809,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G00811,0,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00813,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00815,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00817,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G00819,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G00821,0,0,1,1,0,0,0,1,0,0,1,0
FGRAMPH1_01G00823,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00825,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00827,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00829,0,0,0,0,0,0,1,0,1,1,0,0
FGRAMPH1_01G00831,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G00833,0,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G00835,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00837,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00839,0,1,0,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G00841,1,0,0,0,0,0,0,0,0,0,0,1
FGRAMPH1_01G00843,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00845,1,0,0,1,0,0,1,1,0,1,0,0
FGRAMPH1_01G00847,1,1,1,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G00849,1,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00851,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00853,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00855,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G00857,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00859,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00861,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00863,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G00865,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00867,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G00869,1,1,0,1,1,1,1,0,0,0,0,0
FGRAMPH1_01G00871,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00873,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00875,0,1,0,1,1,0,0,0,1,1,1,0
FGRAMPH1_01G00877,0,0,0,1,0,0,0,1,0,0,1,0
FGRAMPH1_01G00879,1,0,0,0,0,1,0,0,0,1,0,0
FGRAMPH1_01G00881,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00883,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00885,0,1,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G00887,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00889,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00891,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00893,1,0,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G00895,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00897,0,1,1,0,1,1,0,0,1,0,0,0
FGRAMPH1_01G00899,1,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G00901,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00903,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00905,0,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G00907,0,1,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G00909,1,1,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G00911,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00913,0,0,0,0,1,1,0,0,1,1,0,0
FGRAMPH1_01G00915,0,1,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G00917,0,1,0,0,1,1,0,0,0,0,0,0
FGRAMPH1_01G00919,1,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00921,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G00923,1,1,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G00925,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00927,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00929,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00931,1,0,0,0,0,1,1,0,0,1,0,0
FGRAMPH1_01G00933,1,0,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G00935,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G00937,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00939,1,0,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G00941,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00943,0,0,0,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G00945,0,1,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G00947,1,0,0,1,1,1,1,0,0,0,0,0
FGRAMPH1_01G00949,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00951,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00953,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00955,0,1,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G00957,1,1,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G00959,1,0,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G00961,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G00963,0,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00965,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G00967,1,1,0,1,0,1,1,0,0,0,0,0
FGRAMPH1_01G00969,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00971,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00973,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00975,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G00977,1,0,1,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G00979,0,0,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G00981,0,0,0,0,0,0,1,0,0,0,1,0
FGRAMPH1_01G00983,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G00985,0,0,1,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G00987,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00989,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00991,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G00993,0,0,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G00995,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G00997,0,0,1,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G00999,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01001,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01003,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01005,1,0,0,0,1,0,0,0,1,1,0,0
FGRAMPH1_01G01007,0,1,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01009,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01011,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01013,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01015,1,0,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01017,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01019,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01021,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01023,1,0,0,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G01025,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01027,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01029,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01031,0,0,0,0,0,1,1,0,0,0,0,0
FGRAMPH1_01G01033,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01035,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01037,1,0,0,1,1,0,1,0,0,0,0,0
FGRAMPH1_01G01039,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01041,1,1,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01043,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01045,1,0,1,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G01047,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01049,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01051,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01053,0,1,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01055,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G01057,0,1,0,1,1,1,0,0,1,0,0,0
FGRAMPH1_01G01059,1,0,1,0,1,1,1,1,0,0,0,0
FGRAMPH1_01G01061,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01063,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01065,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01067,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01069,1,0,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G01071,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01073,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01075,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G01077,0,0,1,0,1,0,1,1,1,0,0,0
FGRAMPH1_01G01079,0,1,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G01081,1,1,0,0,0,0,1,0,0,0,0,1
FGRAMPH1_01G01083,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G01085,0,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G01087,1,0,1,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G01089,1,0,0,0,1,0,0,1,0,1,0,0
FGRAMPH1_01G01091,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01093,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01095,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01097,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01099,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01101,0,1,0,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G01103,0,1,0,1,1,0,0,1,0,0,0,0
FGRAMPH1_01G01105,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01107,1,0,1,1,0,0,0,0,0,0,0,1
FGRAMPH1_01G01109,1,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01111,1,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01113,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01115,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01117,0,1,1,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G01119,1,1,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G01121,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01123,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01125,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G01127,1,1,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G01129,1,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G01131,0,0,1,0,0,0,0,1,1,0,0,0
FGRAMPH1_01G01133,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01135,1,0,0,0,0,0,1,0,1,0,1,0
FGRAMPH1_01G01137,0,1,0,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G01139,0,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01141,0,1,0,1,1,0,0,0,1,0,1,0
FGRAMPH1_01G01143,0,0,1,0,1,1,0,0,1,0,0,0
FGRAMPH1_01G01145,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G01147,1,1,0,0,0,1,1,0,0,1,0,0
FGRAMPH1_01G01149,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G01151,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G01153,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01155,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01157,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G01159,0,0,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01161,1,0,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G01163,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01165,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01167,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01169,0,0,1,1,0,0,0,1,0,0,0,0
FGRAMPH1_01G01171,1,1,0,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G01173,1,0,1,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G01175,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01177,0,1,0,0,1,0,0,0,1,0,0,0
FGRAMPH1_01G01179,1,0,1,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G01181,1,0,1,0,0,1,1,1,0,0,0,0
FGRAMPH1_01G01183,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01185,1,0,0,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G01187,0,0,1,0,0,0,0,0,0,0,1,0
FGRAMPH1_01G01189,0,1,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01191,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01193,0,1,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G01195,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01197,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01199,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01201,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01203,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01205,1,1,0,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G01207,0,1,0,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G01209,0,1,1,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G01211,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01213,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01215,0,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01217,1,1,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01219,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01221,1,1,0,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G01223,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01225,0,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G01227,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01229,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01231,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01233,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01235,0,0,1,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G01237,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01239,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01241,0,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01243,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01245,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G01247,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01249,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01251,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01253,1,0,0,0,1,0,0,1,0,0,0,0
FGRAMPH1_01G01255,1,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01257,1,0,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G01259,0,1,1,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01261,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01263,1,0,0,0,1,1,1,1,0,0,0,0
FGRAMPH1_01G01265,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01267,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01269,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01271,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01273,1,0,0,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G01275,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01277,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01279,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01281,1,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01283,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01285,1,0,1,0,1,0,0,0,1,0,1,0
FGRAMPH1_01G01287,1,0,0,1,0,0,1,1,0,0,0,0
FGRAMPH1_01G01289,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01291,1,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G01293,1,0,1,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G01295,1,0,0,1,0,0,0,0,1,0,0,0
FGRAMPH1_01G01297,0,1,0,0,1,0,0,0,1,0,1,0
FGRAMPH1_01G01299,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01301,1,0,1,0,0,0,0,0,0,1,0,0
FGRAMPH1_01G01303,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01305,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01307,0,0,1,1,1,0,0,0,0,0,0,0
FGRAMPH1_01G01309,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01311,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G01313,0,1,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G01315,0,1,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01317,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01319,0,1,1,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G01321,1,1,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G01323,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01325,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01327,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01329,0,0,0,0,0,0,0,1,0,1,0,0
FGRAMPH1_01G01331,1,1,0,1,1,1,0,0,0,0,0,0
FGRAMPH1_01G01333,0,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01335,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01337,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01339,1,0,0,0,0,0,0,1,1,0,0,0
FGRAMPH1_01G01341,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01343,0,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01345,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01347,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01349,0,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01351,0,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01353,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G01355,1,1,0,1,0,1,0,0,0,0,0,0
FGRAMPH1_01G01357,0,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01359,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01361,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01363,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01365,0,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01367,1,0,0,0,0,0,1,0,1,0,0,0
FGRAMPH1_01G01369,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01371,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01373,0,0,0,1,0,0,0,0,0,0,1,0
FGRAMPH1_01G01375,0,1,0,1,0,0,0,1,1,0,1,0
FGRAMPH1_01G01377,0,0,1,0,0,0,0,0,1,0,0,0
FGRAMPH1_01G01379,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01381,0,0,1,1,1,0,0,0,0,1,1,0
FGRAMPH1_01G01383,1,0,0,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01385,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01387,0,1,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01389,1,0,0,0,0,0,1,0,0,1,0,0
FGRAMPH1_01G01391,0,1,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01393,1,1,0,0,0,1,0,0,1,0,0,0
FGRAMPH1_01G01395,1,0,1,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01397,1,0,1,0,1,0,1,0,0,0,0,0
FGRAMPH1_01G01399,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01401,0,1,1,1,1,1,0,0,1,0,0,0
FGRAMPH1_01G01403,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01405,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01407,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01409,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01411,1,0,0,0,0,0,0,1,0,0,0,0
FGRAMPH1_01G01413,1,1,0,0,0,1,1,1,0,0,0,0
FGRAMPH1_01G01415,1,1,1,1,1,0,1,1,0,0,0,0
FGRAMPH1_01G01417,0,1,1,0,0,1,0,1,0,0,0,0
FGRAMPH1_01G01419,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01421,1,0,1,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01423,1,0,1,0,0,0,1,1,0,0,0,0
FGRAMPH1_01G01425,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01427,0,0,1,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01429,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01431,0,0,0,0,0,0,1,0,1,1,0,0
FGRAMPH1_01G01433,1,1,1,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01435,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01437,0,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01439,1,0,0,0,0,0,0,0,0,0,0,0
FGRAMPH1_01G01441,1,0,0,1,0,0,1,0,0,0,0,0
FGRAMPH1_01G01443,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01445,1,0,1,0,1,0,0,0,0,0,0,0
FGRAMPH1_01G01447,0,0,0,1,1,0,0,0,1,0,0,0
FGRAMPH1_01G01449,1,0,0,0,0,0,1,0,0,0,0,0
FGRAMPH1_01G01451,1,0,0,1,0,0,0,0,0,0,0,0
FGRAMPH1_01G01453,1,1,0,0,0,1,0,0,0,0,0,0
FGRAMPH1_01G01455,0,1,0,1,1,0,0,0,0,0,1,0
FGRAMPH1_01G01457,0,1,1,1,1,1,0,1,0,0,0,0
